Kernel,C,Degree,Gamma,Coef0,Shrinking,Probability,Tol,MaxIter,Accuracy
linear,0.1,1.0,0.001,1.0,1.0,0.0,1e-06,521.2062362422681,0.640625
linear,6.563930996825205,2.908097317380681,1.0,0.0,0.0,1.0,0.01,203.84932177979528,0.671875
linear,10.0,5.0,0.001,0.0,1.0,0.0,1e-06,243.68447815592893,0.65625
linear,9.70597734482762,1.226707517394959,0.3777531990730006,0.10433730922013729,0.890085616512573,0.7780948182679069,0.0074562156855846745,242.38762234961473,0.6875
linear,8.122128667643493,2.403642439426967,0.5379510318741806,0.44339473750064695,0.5295306091382169,0.12537064015514965,0.005468272003710863,243.21456763175442,0.65625
linear,7.238085927072127,1.1996183796093538,0.3694539815092659,0.661797959147154,0.015414208272504837,0.939700784121307,0.008219152760134631,241.17037232031936,0.65625
linear,9.903885624843438,3.1895820728275575,0.2718952791859431,0.9259252156136092,0.7037444734983072,0.4961409378046939,0.00614362363016555,242.39208604126574,0.6875
linear,9.961970532874231,3.906826717361811,0.9250329152248871,0.18668801801152102,0.34461015758024327,0.09689182461654922,0.0047937553149127975,241.15373264116855,0.65625
linear,4.114937323059919,5.0,1.0,0.0,1.0,0.30571975784089456,0.01,770.7304459827498,0.59375
linear,9.985339611295933,3.061706686669801,0.6429134100473842,0.8071288496988571,0.5951643839220719,0.46733693183466274,0.00832294914446776,244.49322281999562,0.640625
linear,10.0,1.0,1.0,0.0,1.0,1.0,0.006162204035999654,33.712120097421085,0.484375
linear,9.687318603060941,2.3571578211603987,0.003564243081312965,0.5324870878966853,0.07776677366758389,0.9709421992228077,0.005145244740634897,241.4145193403685,0.65625
linear,9.8155728809289,1.2221664748508632,0.734042572853475,0.9867523937050652,0.18335652744250575,0.7200894990072498,0.003101170449477617,2.5425839820741554,0.359375
linear,8.359214484905694,1.0,0.001,0.23448172560852984,1.0,0.0,1e-06,111.55401705333558,0.703125
linear,0.1,1.0,0.001,0.0,0.0,1.0,1e-06,12.559049946491898,0.640625
linear,0.1,5.0,1.0,1.0,1.0,0.0,0.01,13.776930150744022,0.53125
linear,5.149211376612752,4.91479055384438,0.0985813707747716,0.23016017586446635,0.8144408670739001,0.7936439668569272,0.006735052657411532,290.95899942156217,0.625
linear,0.4494507234841306,4.889243240816744,0.8575808284736446,0.3286067139120362,0.5271122645013191,0.2306921422778322,0.0038357550853850464,524.1955828383808,0.609375
linear,0.19540677269227658,2.2441519239337056,0.34075710142873084,0.9123579049051855,0.532337300270096,0.14901424571613697,0.0056795134407143155,54.21195684527884,0.609375
linear,10.0,1.0,0.001,0.0,0.0,1.0,1e-06,794.7883760740166,0.59375
linear,0.1,5.0,0.001,1.0,1.0,0.0,0.01,450.1054852939983,0.640625
linear,10.0,5.0,0.001,1.0,1.0,1.0,1e-06,241.96420010845188,0.65625
linear,3.339618225840269,3.867517472621552,0.001,1.0,0.0,1.0,1e-06,757.9891809410659,0.59375
linear,3.7185878550202536,5.0,1.0,0.0,1.0,0.0,1e-06,452.2189137158972,0.59375
linear,0.1,5.0,1.0,1.0,1.0,0.0,0.01,363.68963507587074,0.640625
linear,1.9138978351884064,5.0,0.001,0.0,1.0,0.0,1e-06,309.0702845415584,0.625
linear,3.8945731757531963,1.258032056408641,0.8875462567880917,0.35340617594434,0.4895775843269381,0.9930134366299593,0.001977467229884919,371.036856667667,0.609375
linear,10.0,5.0,0.001,1.0,0.0,1.0,0.01,295.38437345801236,0.640625
linear,10.0,1.0,0.001,1.0,1.0,0.0,0.01,242.32672234018577,0.6875
linear,8.120534193188817,1.2079991677551698,0.42994830734071254,0.2290964265782519,0.38871627738758163,0.07672744843391299,0.0010477058141143381,294.31817473761197,0.65625
linear,4.8632289496054035,1.10899396760709,0.4753864061886459,0.12198685978225166,0.8101352953518015,0.7592891232605886,0.00926498261191866,292.8178485588508,0.625
linear,9.921536846007772,1.3204450434301847,0.0751203090212595,0.32175873140005185,0.9394765961167751,0.32831181316725766,0.0028119632369913937,297.2608650188603,0.640625
linear,0.1,2.388337767201416,1.0,0.0,1.0,0.0,1e-06,263.63591408777603,0.65625
linear,6.982910028860984,3.8713774957177054,1.0,1.0,1.0,0.0,0.01,295.8387464377798,0.640625
linear,10.0,1.0,1.0,0.0,1.0,1.0,0.01,541.4627910366074,0.59375
linear,0.1,1.0,0.001,1.0,0.0,0.0,0.01,448.60166700817456,0.640625
linear,9.394842630274498,4.831376320238471,0.3343499754054472,0.7061969665844384,0.2644701532728294,0.15360498258677124,0.001252302903148445,567.0855124275377,0.59375
linear,10.0,5.0,0.001,0.0,0.0,0.0,1e-06,431.5717872627778,0.59375
linear,4.170968692801896,4.598524643190465,0.4434067194324803,0.5268073635280636,0.9503865493168016,0.6288183061926801,0.002462423211834123,782.4476648963351,0.59375
linear,0.1,5.0,0.001,1.0,0.0,1.0,0.01,841.2660019634601,0.640625
linear,0.1,1.0,0.001,0.0,1.0,1.0,1e-06,137.85502823782284,0.640625
linear,0.6180919917748607,4.670347752849343,0.7999809299069183,0.8562810557936076,0.06144093932935768,0.8039315815426487,0.009575904747478324,137.30437383276566,0.609375
linear,8.760604213003315,5.0,1.0,1.0,0.0,1.0,1e-06,223.77681790975984,0.640625
linear,0.4027821127993433,4.924641561370098,0.0193803916588971,0.9022999590393026,0.17093028541082744,0.7396432109660828,0.006978034241684519,470.31140020153975,0.609375
linear,10.0,2.5851300030332407,0.001,0.0,0.0,1.0,1e-06,292.7449973629782,0.625
linear,0.1,3.1029421500489405,0.001,1.0,1.0,1.0,0.01,276.5778583175949,0.640625
linear,10.0,1.0,0.001,1.0,1.0,0.0,1e-06,809.3088937990067,0.59375
linear,0.8294406959699778,1.0198006215871303,0.005795206375902332,0.1212949443092366,0.17126718040404865,0.15107607974667037,0.005732923037528788,941.9454882243537,0.59375
linear,0.14213405299452672,1.2702337268815689,0.86061666741263,0.7874095387431009,0.82339958258711,0.7491045938694918,0.0039576137768906425,843.8143119391201,0.625
linear,8.190545946733376,1.0,1.0,0.0,0.0,0.0,1e-06,157.428317420881,0.609375
linear,10.0,1.0,0.001,1.0,0.0,0.0,1e-06,326.61920492903823,0.609375
linear,8.697952495248472,2.7353126414520603,1.0,1.0,0.0,1.0,0.01,282.52846824076676,0.671875
linear,0.1,1.0,0.001,1.0,1.0,1.0,0.01,600.449260645821,0.640625
linear,10.0,5.0,0.001,1.0,1.0,0.0,0.01,361.25228855933176,0.609375
linear,6.170410362555454,5.0,0.001,0.0,0.0,1.0,1e-06,220.75616385124286,0.640625
linear,0.2665679905220325,1.0486060518755682,0.4392399156685791,0.8321555344920474,0.0188021280549987,0.25743893952091956,0.006543837508084073,648.0718294573238,0.609375
linear,0.1,1.0,1.0,1.0,1.0,0.0,0.01,892.4084767317647,0.640625
linear,10.0,1.0,1.0,0.0,1.0,1.0,1e-06,924.252787430685,0.59375
linear,10.0,5.0,0.001,1.0,1.0,0.0,0.01,124.46659195740301,0.53125
linear,0.9869620566028768,1.0643098024192157,0.43357954587153547,0.09996003574889001,0.31494626411522164,0.7816696159960234,0.008695439971301238,564.5612959116835,0.59375
linear,2.4815409821120955,1.4325667210593926,0.14916170156719855,0.45750151343726475,0.8674742840055275,0.5673896669888164,0.004790405844186822,989.7628902840659,0.59375
linear,0.1,1.0,0.001,0.0,0.0,0.0,1e-06,378.5824431392829,0.640625
linear,0.8018692870892411,4.780103980571189,0.07174991446829558,0.3619490120826716,0.19206394934720927,0.08550066177335003,0.0038866262002470757,33.5305846808107,0.484375
linear,0.1,5.0,1.0,1.0,0.0,0.0,1e-06,169.80731751280712,0.671875
linear,1.111597521732498,2.4122127903437978,0.03688267942549541,0.19487398362928354,0.08393455946994377,0.13924799400135346,0.001166358533229483,169.03246649915255,0.640625
linear,0.18699313052834948,4.35060736274337,0.48281918287256365,0.3929145101111955,0.9269842176696252,0.9844857358999397,0.005247501023057173,172.0981606439661,0.625
linear,10.0,1.0,0.001,1.0,0.0,1.0,1e-06,952.0732626867773,0.59375
linear,3.680720777867845,4.474540555438455,0.03843358732824227,0.8605037869649851,0.9836759301750633,0.5068109254760781,0.008533829986593902,168.63298372804897,0.609375
linear,8.010623000173652,1.2654128772604158,0.04825279926917885,0.8626180552088327,0.03477507228226573,0.8246204725983045,0.001813062377407217,251.18383855305981,0.640625
linear,0.1,1.0,0.001,0.0,1.0,0.0,0.01,692.3932865034296,0.640625
linear,10.0,1.0,0.001,0.0,0.0,1.0,0.01,740.5837712118799,0.59375
linear,4.9590070734230185,1.0,1.0,1.0,0.0,0.0,0.01,823.0227633290125,0.59375
linear,0.20196020490778632,4.477939472294646,0.6882440935685404,0.22849587574909858,0.9397904997921998,0.16591229211762015,0.007996116361776336,871.1713560248737,0.625
linear,0.1,5.0,1.0,1.0,1.0,1.0,0.01,555.7350686265905,0.640625
linear,10.0,5.0,0.001,1.0,1.0,1.0,1e-06,978.4685148009677,0.59375
linear,5.822688714059417,4.964312381874295,0.11204575079470276,0.29775526230235805,0.8442186893088847,0.9943961176609807,0.003030679791306974,345.2606204191725,0.640625
linear,0.10048308211528864,4.792813601523935,0.7730156279107349,0.6344816773752591,0.9966445697583735,0.008579554174226622,0.003269261166004461,166.73186248459655,0.640625
linear,0.1,5.0,1.0,1.0,0.0,0.0,0.01,692.2774762850686,0.640625
linear,0.1,1.0,0.001,0.0,1.0,1.0,1e-06,395.8660494100481,0.640625
linear,9.951239862402401,4.605586595425237,0.5600179000520312,0.741905476489149,0.0995468605794374,0.968815450700379,0.002350388306407489,375.4785683443433,0.59375
linear,0.2793349318271721,4.981307367968283,0.3056046800558853,0.04551999508063742,0.8652791474601909,0.09762348557601364,0.008182854321309536,614.8942279544258,0.609375
linear,0.1570006167576308,1.0135495090366633,0.27619698071982507,0.4405110244882089,0.9141234009996073,0.8613812491859896,0.006372921022948432,319.60842533760894,0.609375
linear,3.6326309102777574,1.0,1.0,1.0,0.0,1.0,1e-06,195.80664244844544,0.640625
linear,2.2993536030207404,4.115604966233244,0.5943897193592711,0.018172091381089328,0.5629382920462852,0.8742800409670829,0.004118679676617426,897.1820045804437,0.59375
linear,5.496209249183936,5.0,0.001,0.0,1.0,1.0,1e-06,243.16578536294398,0.65625
linear,4.543882070535235,1.2638632790688193,0.1614421715128087,0.4690249489335536,0.69152483696243,0.45290962228478704,0.0005417494988862924,243.88944637419917,0.65625
linear,4.001696255605906,5.0,1.0,1.0,0.0,0.0,0.01,323.0603365089116,0.625
linear,4.791487558567235,2.9206266164926307,0.7983077219335036,0.06022552860650643,0.036588178775328384,0.8257907256517412,0.0015009337118612064,242.14843755841048,0.6875
linear,3.9356264400269634,1.4934292203973751,0.001,0.0,0.0,1.0,1e-06,240.9458782597623,0.640625
poly,9.6735954062354,4.890737439859537,0.7151011776806903,0.5472322491757223,0.9762744547762418,0.21608949558037638,6.329632179069404e-05,698.0310957726736,0.671875
poly,2.6045253875960954,4.11753168717501,0.19848738952565284,0.4347915324044458,0.16384224140469872,0.9834006771753128,0.00597374210538466,863.130242363623,0.671875
poly,0.1889623669087943,1.1766402317259983,0.9566963147465217,0.3865712826436294,0.786305985935061,0.9489773067815628,0.008663026696518403,436.71050023291787,0.59375
poly,1.814337672809887,3.402970885511077,0.16880421153468542,0.07494858701310703,0.5279088234179203,0.4084438601520147,0.00937577826792547,733.6467873430594,0.703125
poly,5.264791612205084,1.6328936287391977,0.5456574490515096,0.10819338288723068,0.4014954435902729,0.6376102441259937,0.006498401285084404,524.8796759884049,0.59375
poly,4.029310028727154,4.069619868360496,0.1797949361310897,0.6239161135482231,0.6866670799163458,0.5025330593269344,0.0025375428069651703,376.20019281895486,0.671875
poly,5.591934543131329,4.582004664224584,0.3634907348446933,0.6249308440640977,0.4977941146173057,0.19144640211896335,0.0018252716003074973,637.9195159457179,0.671875
poly,9.191992087483651,4.3207524083933855,0.41735952837368423,0.43182207134122763,0.33117450309112273,0.40482521731090604,0.005721815563957214,904.7629211546235,0.671875
poly,8.469892126031722,3.382752468273338,0.08557694940938984,0.861014311753072,0.7325934485899678,0.24545370858310211,0.008946618271875071,597.6693407118557,0.65625
poly,5.1958663120401365,1.2602712495312294,0.5405346549131635,0.6035635103602064,0.3636503470448379,0.614562846350332,0.007677812585273128,130.05759688676724,0.53125
poly,0.5804879505535698,3.7360928604945105,0.5151390433865728,0.10981811811784403,0.4877376391496743,0.8437069939906554,0.008101634076839323,572.0697302431344,0.703125
poly,5.151411930019906,3.667711086158504,0.1495781125946229,0.9267206932402512,0.35028521085551567,0.8657749159440993,0.0018910685688020925,365.18862215043004,0.65625
poly,4.778950960741153,3.4757197065763745,0.4373295256475737,0.39278117482212993,0.41903403455230037,0.4124722116627568,0.009024316136905533,261.661235137201,0.6875
poly,9.798200994200805,1.3327364902834447,0.733265718878399,0.6235688394069139,0.34745133671105566,0.8260228670252195,0.0005897420614870731,679.0067170765051,0.59375
poly,6.1570359829073915,4.038118116653326,0.7946288942590656,0.12401461831327198,0.17377979375527586,0.9437975058830456,0.009425915911420075,409.218159963148,0.6875
poly,4.708347780693603,4.011280781921652,0.9812287092121295,0.7629936412753662,0.01597127753156069,0.040091124641168374,0.005433359859920318,973.3047161348018,0.671875
poly,0.4353884171942506,3.1396104066578103,0.6668918377041598,0.6574846358352725,0.949668939947844,0.2724714587237361,0.007282966132492277,441.8993636682974,0.703125
poly,0.16260697892827922,3.5267689804999183,0.2887487901707105,0.0993277648941745,0.35414553817936534,0.7815311238977097,0.009258160164195312,408.214055614366,0.703125
poly,7.232476002103701,1.7238593441004095,0.41018179827798174,0.5519264407313746,0.07365237412062664,0.9907968185170571,0.001348391317410771,763.1189080534801,0.59375
poly,7.426442827019066,1.3550914295608107,0.8295885317712847,0.8337813699213913,0.33992641648215505,0.6882212732041261,0.00444596210467847,786.9455821206494,0.59375
poly,3.7267277785901896,2.3132885475236327,0.32325240127700244,0.8404660647221822,0.9686741253771819,0.9199873476978978,0.008075681983192792,935.3555663764538,0.6875
poly,0.9604646146633757,3.228328301060816,0.8563275871568898,0.09091055162091022,0.9558045939839155,0.6368486728666009,0.0015197041267257397,884.313666111293,0.703125
poly,2.293651206807475,2.0272196835262286,0.31289282724777184,0.3324951669874965,0.029773996732739172,0.3753401433363357,0.005378278880089292,119.32707081725121,0.71875
poly,9.463700117286889,3.496612977321297,0.6122005362531273,0.4451251930602681,0.8248209282060244,0.7345190530086493,0.003359158249614665,933.4457889129592,0.703125
poly,9.083899999638003,2.6319290755758034,0.7377145214412616,0.1852092341733128,0.8606558621358812,0.8861342313541327,0.0016520160858784728,334.12292538203064,0.671875
poly,2.384384823104983,4.43488339395714,0.33988568331589475,0.05243487868640262,0.12322788872941182,0.27036548223830226,0.004569935478378891,393.85348163818907,0.6875
poly,2.423698825520132,1.8110601909578352,0.511875894853613,0.5631532349299258,0.9542190893326802,0.37183370636286006,0.0005730019566402131,948.377558058943,0.59375
poly,5.533170670992615,4.847013270983439,0.9252599460971943,0.5997974911891997,0.9759052816075154,0.7594861401652808,0.007365266139368726,511.3952233885372,0.671875
poly,9.544164142147398,2.927068645599724,0.660234336649338,0.938893979319266,0.8661241888403935,0.43702347241547124,0.005772743470454119,180.66978328498035,0.703125
poly,2.8665906814870077,1.927420807273419,0.1258675722219372,0.12278925276601593,0.04289853088357365,0.38358001004032216,0.008387268258027854,234.5466497974721,0.609375
poly,4.097721590901289,3.5445360590565733,0.13370916445962347,0.5673689644963138,0.9862247233300526,0.15653221273175322,0.0010460479045907112,83.6249042010436,0.5625
poly,4.284293622509483,3.3371026108351507,0.018516137700417174,0.8750623471340131,0.16773020775391967,0.3841476632154256,0.0033724611267309064,888.8138784553753,0.6875
poly,5.982066505556213,3.5732340852580102,0.6104962939182034,0.037745180036163894,0.1935149634645531,0.4260177602253441,0.00021427706517604161,229.5651281949063,0.6875
poly,5.880806752071881,4.36822659216808,0.19985659830979016,0.4453570445273576,0.06833463001706253,0.6674545325281052,0.0035540109522023983,441.15844811424955,0.671875
poly,6.891759401128232,2.455909289864174,0.5777863350921882,0.245071897044153,0.859881278059901,0.8767815026717546,0.008339934949954305,410.026156684771,0.6875
poly,4.320084550227999,3.555452412574381,0.4287268264607581,0.19012999559238153,0.939941534535331,0.6510515583677586,0.008082689016612772,506.3012637074791,0.703125
poly,1.3198446691643615,3.7082693308353214,0.32010576997430307,0.9074622090196786,0.5610325638154504,0.47496391917285996,0.005718675111740206,730.2629955626982,0.671875
poly,1.599743567523694,2.7429389649759988,0.05866737406981352,0.3619821182810956,0.47685286583114894,0.3268047693777706,0.00948062999541127,724.0087782380884,0.6875
poly,8.692886458371222,2.601086811152901,0.5716629696812816,0.27309617663809704,0.32375196008241247,0.7961843785511916,0.0011571709100150823,120.36243584684088,0.6875
poly,7.101278500239123,1.10840160384176,0.5632208295229489,0.51490823808483,0.6575876207047427,0.03104266800163158,0.002502168969462063,764.4446356031506,0.59375
poly,4.409235451083821,3.1289140916600804,0.9388900797469687,0.07216742006758947,0.8482263273340079,0.06353737904188561,0.009475988059126441,305.51089198554985,0.703125
poly,4.961600430863994,4.634561650275275,0.7347846608160801,0.9085094844419105,0.845539100415939,0.16200423390405105,0.004157007599252474,831.4960048185486,0.671875
poly,2.938201660280324,4.4299729392942515,0.43373548515502525,0.5618622697026857,0.2853109319327871,0.28727828024231794,0.006970817327379074,78.69099915791891,0.53125
poly,9.555152782964342,2.014450103067782,0.7034267501716535,0.5501474275880516,0.6490077340637271,0.061629093926618306,0.003758147452880318,148.57928466110747,0.640625
poly,4.56299651543963,2.9187512782676146,0.6065380688251496,0.07398244677620602,0.516746763881536,0.021469889231514494,0.004868184368198824,982.5293560821507,0.6875
poly,6.288897828324319,2.992131636450702,0.5730085862569828,0.8531734331218442,0.906935114047634,0.7964420339509085,0.003227287475735013,503.05196326519115,0.6875
poly,7.271530358782094,2.493151328601662,0.8036925033600365,0.6547559484131957,0.5719225102895,0.49187326955992816,0.009489445372728379,695.358623539617,0.6875
poly,6.437683920438752,2.5225595665412994,0.7821225841325607,0.6348911246127822,0.32641177113789055,0.3094909778314623,0.006732291528733024,872.5116002222662,0.6875
poly,2.9596637511069472,2.152396286486131,0.6973814788803627,0.0817140255333002,0.6262375343969241,0.5800634944716171,0.005351507619527803,503.1628206786567,0.6875
poly,9.61690759082092,4.853528673873708,0.6936511462265965,0.8106634087627085,0.94109751393948,0.7513834523770657,0.0034051857949844947,801.9123754791859,0.671875
poly,3.3117737255748776,1.2712326383335855,0.961712911501836,0.011921328044363078,0.10788422569526912,0.12163763566341879,0.005176483633765913,475.4521452747722,0.59375
poly,6.549863752303643,3.285781291582041,0.3345686506346644,0.8341173423255026,0.3327916032795297,0.18769271844401603,0.001210191675909313,701.1064230594394,0.671875
poly,6.838821439366493,2.7578967408058483,0.23103591600008463,0.5396516534703896,0.9122997231913024,0.39646472676633937,0.002718662382497803,843.8481733983233,0.6875
poly,6.408795921659237,1.6770942585717266,0.18289293270902338,0.7374816687081716,0.47835052792857613,0.08941565592040324,0.0008291524075821583,764.8918218220415,0.59375
poly,9.64111947709673,1.9294972090132747,0.8435751899629053,0.8351992446551524,0.2669022968052136,0.1084466488831709,0.006418807338466312,747.7743572522345,0.59375
poly,7.100751623850207,1.5159351260936695,0.49537484845142854,0.3436202707396958,0.1943989049435213,0.5211203330808213,0.003044110960098329,764.2280550416551,0.59375
poly,7.598026286843415,4.060973586122458,0.17683747099531957,0.4607004730067593,0.8874623407641304,0.7995815444838607,0.00298397163190599,685.243919899212,0.671875
poly,9.130337889836591,2.1766682293215367,0.031925950452137024,0.5856833809329224,0.5745000122544897,0.9494014975665149,0.0030035123756405385,665.0062939173215,0.65625
poly,3.3646451011870964,4.9358628630514865,0.4311159652477637,0.4906719119581795,0.22171571038708582,0.49453558339156123,0.0029081624563956137,387.81867777571966,0.671875
poly,8.119814444373294,2.4808965159316427,0.4826157492011179,0.8928757952271612,0.4577592029670843,0.7134174329904619,0.009581229786748326,903.6041948643764,0.6875
poly,8.866033291731426,1.7736758973635078,0.8362208414424608,0.46253665229483,0.8053885185277446,0.6719564079640662,0.0001911697861273796,897.7259638850237,0.59375
poly,6.244172528454977,2.1434271023606626,0.15621627145021766,0.8070205346352243,0.3582180464142495,0.7823398472615478,0.005777127722936045,890.5673808073882,0.671875
poly,2.3563831968267794,3.746397137607801,0.7614243694684889,0.331314234773714,0.7994263100637666,0.6588990649011287,0.0018963792256918171,879.7388174464961,0.703125
poly,7.219075089339223,4.635113038042004,0.7845031984376485,0.9808596318006192,0.317729034170636,0.4550829068896304,0.006389005923221093,893.1060310698297,0.671875
poly,5.896324540199301,2.079623114508539,0.5848662337719888,0.0403580956649916,0.37637562136604996,0.06275181302663191,0.001212616895920944,65.834460974779,0.484375
poly,4.205705695071605,2.8889365665657563,0.0195523236785115,0.6748807191130032,0.007389096728895872,0.2509361896170623,0.004426153994078581,928.5858351952542,0.625
poly,8.520984204255408,1.5327524094065037,0.07002820351984135,0.9336373047981618,0.9148823229159433,0.8442387259511593,0.007905030757469005,834.867852470832,0.578125
poly,8.38012840118064,1.1592378804993646,0.17691908513666768,0.8177477243533732,0.9765970065258336,0.0009066702152890072,0.009993641032311672,44.53833587615365,0.515625
poly,5.5997497918686605,1.5446970051422815,0.9115946136697168,0.1479855800997535,0.7223078056103569,0.5847623337664664,0.005996512849300179,917.8236035006587,0.59375
poly,7.15816852062586,2.739231007770302,0.07813026473974749,0.9783214358128636,0.05888517446850716,0.6541368688702399,0.0010810022776319545,78.83156283338842,0.640625
poly,8.84229961113178,1.4541487702897715,0.2217079281621121,0.938004047029209,0.6281934267322344,0.9196502143793288,0.004740166881371714,990.6771452569112,0.59375
poly,7.919539293356385,4.902679196233191,0.7684939308832888,0.48776994635844295,0.7203947755349259,0.11207881367463868,0.0011755591012367107,637.4140228209666,0.671875
poly,1.5484849163066865,3.2934908188638805,0.5634156595329083,0.8624711223109971,0.9467695305002948,0.8453213754779645,0.0006471583587599731,698.7295842387213,0.671875
poly,0.49795864113306143,4.911984703864277,0.5345560172160091,0.0775591689820112,0.12126053579092888,0.6092635480064478,0.0038885078954417765,376.18935421936925,0.6875
poly,3.0311015189062847,1.6262906796458148,0.9730734711747594,0.6748280295121282,0.16526104868769964,0.10292077943567313,0.009898202749400476,42.11207641516635,0.46875
poly,2.657256923565155,3.712330066284843,0.37913148250116324,0.6869635268487368,0.08201221542892123,0.7453077801416582,0.00022039846104149883,298.7150878104409,0.6875
poly,4.116062600730136,1.2829519358105874,0.0872171024203362,0.3232187935067128,0.6996343827122788,0.9551013634912292,0.0018001211884790245,501.21537096267883,0.59375
poly,3.6452177094934566,1.3097245833856164,0.19747144803826938,0.6810732651335574,0.5453234565890108,0.4709473700409176,0.008630108575573768,70.52571967345119,0.46875
poly,0.4157248077119091,2.1091899813552795,0.414672245492566,0.13813877203071356,0.35404171617038516,0.9905261929788567,0.009077119329329471,304.9619810833055,0.6875
poly,9.935539624759658,1.6182936100704555,0.8530415284878,0.29194479550538666,0.19604592789013897,0.12548660224745323,0.00023146105178740477,15.578371509490445,0.46875
poly,6.392119555075431,2.0937255362381593,0.5573307438557749,0.016503554685818655,0.5390210781857193,0.12191359110348843,0.007095070110343927,672.1806180459513,0.6875
poly,0.5567440845441674,2.480333759396851,0.0731154639694955,0.4632051998853415,0.6846575726665048,0.07725556984683157,0.005032184987220997,581.5870196511232,0.609375
poly,8.655014114479423,4.410299710934235,0.35830747083495695,0.47819410765504233,0.6911956485076903,0.6020821784621577,0.0030547607578164685,478.23151185156473,0.671875
poly,0.5840909200148978,4.036480247141516,0.8789230664763489,0.6990040625523832,0.18214451480516292,0.7978655385795237,0.0034318287996836527,607.9762428173694,0.671875
poly,4.049647193312985,2.308406243719711,0.6433401388332582,0.3356988729325273,0.7294714504460774,0.5258506475196314,0.005921151846452269,834.7514321591325,0.6875
poly,7.083572541836345,1.551793325580343,0.8609160833282101,0.5996424750000273,0.5345126066065917,0.275313903038908,0.006779006659809375,168.96219936000807,0.609375
poly,9.292111219253663,1.194818619683533,0.6134793354057417,0.14637945210609116,0.18268405752609596,0.7293538027731684,0.007834025933503437,573.9563879205009,0.59375
poly,0.7352492172797348,1.7114615445687904,0.08882080206420144,0.12919353382618182,0.9771578760724322,0.6478457833611274,0.004199611374756425,44.162292983807205,0.46875
poly,1.6007225425411495,1.9775940455661063,0.7158382556208712,0.2955922702180872,0.9846520651362952,0.6113360712993412,0.0027598373022610936,622.2575381080907,0.59375
poly,6.2988530778360765,3.949000709951786,0.3620408452386978,0.3960827612142237,0.6922795034291777,0.27665705100010995,0.00210219242585527,828.9441647471439,0.671875
poly,7.632852035767515,1.947416331530282,0.7427503023954221,0.5185749169891279,0.7652530189711602,0.713031899327046,0.00537361399595763,117.42607169498784,0.609375
poly,5.378786598744479,3.264772710910669,0.07555513511422644,0.7592127925494697,0.49327489167426997,0.9560174218029903,0.006643036321566158,74.7392694878999,0.546875
poly,3.7098305955127384,3.739960682820808,0.31147141192545175,0.35751531976787665,0.11847302895848733,0.33062175863382837,0.009760011844185363,102.20639648431614,0.6875
poly,8.506310145882713,1.2894796107708948,0.4387683552547823,0.6366457718486639,0.39271564452456664,0.6159224048281479,0.003729553436775719,894.3966254142223,0.59375
poly,1.8431346610903192,3.1544216765873405,0.6673039834346032,0.003045982464733088,0.40806821083710676,0.5860836015297796,0.0011525724690977653,207.69135696678742,0.671875
poly,5.371005409321915,3.4113736747611054,0.3968404170826458,0.8295824215613932,0.6046105844993753,0.25591532078631096,0.006868062895773629,24.40742169332609,0.421875
poly,3.350875568040711,4.0795406873671265,0.09182506400744762,0.20182836230606116,0.5070907005472876,0.6157777728371819,0.0005480232208317228,416.71112729803554,0.671875
poly,2.1583312870725333,3.046446796795051,0.20647146255344093,0.17354848741668683,0.39485234841466754,0.08532098088986961,0.008826310263371938,749.7636065205452,0.703125
poly,9.519724220210602,1.8213348608958961,0.021551731134710272,0.31180893129815157,0.9972650714059084,0.07256003595906524,0.0030015820003726546,699.494641127397,0.625
poly,9.630478000525278,2.6497418946901097,0.32222043023576,0.7237166035429918,0.2670604629865784,0.9305614253986958,0.006451532987471166,671.3254351632921,0.6875
poly,0.1,5.0,1.0,0.0,0.0,0.0,1e-06,840.0542848096062,0.65625
poly,0.6711030408665347,4.428742421811711,0.482572578094515,0.6252940333717788,0.8526867194430006,0.5307288913518051,0.0006281242776125711,448.3498272778723,0.671875
poly,0.1437995660591859,3.904299057294366,0.22780678715738398,0.834778833865369,0.5328077960166868,0.15927751225933862,0.001628046759511026,742.6772773307438,0.671875
poly,0.1,1.0,1.0,0.0,0.0,0.0,0.01,829.3481882767122,0.640625
poly,3.148759223288399,1.0,0.001,1.0,1.0,1.0,1e-06,401.8082473057015,0.625
poly,9.929107976420573,3.7328382230086508,0.3605556670613265,0.1663225928163009,0.9671625502787299,0.22121610611954023,0.0027348466931447824,881.9760837075672,0.703125
poly,0.15133137576270772,3.452356573665575,0.7601420434899903,0.4097913232770227,0.17821039231337976,0.3684785517833097,0.005369588068964423,564.5699691682605,0.703125
poly,7.392843629184406,4.686819801734111,0.9750782762642702,0.0,0.3444791127780388,0.48676243790627477,1e-06,221.57759332730805,0.671875
poly,7.652794855495487,3.794372568331616,0.416838763487078,0.18525308619279945,0.05026180160296034,0.5676554442153922,0.00019117004284225104,187.50808626328038,0.671875
poly,0.3406892725924665,4.611960670815542,0.24894036795361815,0.5108190091403035,0.9258442178747797,0.2302437738795129,0.007699265889953099,689.9407470419064,0.671875
poly,0.1,5.0,1.0,1.0,0.0,0.0,0.01,505.05737023653666,0.65625
poly,0.1,5.0,0.001,0.0,0.0,0.0,1e-06,121.44085056073436,0.625
